person_id,product_id,label,negative_type
Summer,printed-tunic-7#RedCheck,1,positive
Marnee,sugar-snaps-round-neck-layer-tank#White,1,positive
Gemma,holly-rib-long-sleeve-tee#Khaki,1,positive
Riina,messina-v-neck-tee#Black,1,positive
Sophia,the-boat-neck-top#Navy,1,positive
Gemma,ruffle-sleeve-top-1#Black,1,positive
Ljubenka,the-cut-out-shoulder-blouse#Salmon,1,positive
Perrie,the-everyday-shirt#Pink,1,positive
Kate,the-sleeveless-cross-over-blouse#Mint,1,positive
Marnee,chasing-birds-blouse#White,1,positive
Georgia,open-plains-kimono-throw-1#Rust,1,positive
Jess,the-stripe-crossover-blouse#Bluestripe,1,positive
Helen,niue-neck-tie-shirt#LightBlue,1,positive
Miranda,the-reversible-cowl-neck-top-1#White,1,positive
Natalia,horizontal-cabel-pullover#EnglishRos,1,positive
Natalia,kimono-and-me-cardi#Sand,1,positive
Maddy,border-stripe-knit#WhitePink,1,positive
Edith,buttoned-top#Spotty,1,positive
Marnee,softly-swinging-bamboo-tee#Copper,1,positive
Palatina,beach-walk-shirt#Stormy,1,positive
Summer,hem-frill-stripe-top#Frilled,1,positive
Palatina,merino-boyfriend-cardigan#MelangeStr,1,positive
Anna,the-cotton-bamboo-tank#White,1,positive
Amanda,the-essential-pullover#SkyBlue,1,positive
Alex,jade-kimono-kaleidoscope#Blue,1,positive
Amanda,the-everyday-shirt#Black,1,positive
Laura,the-long-sleeve-v-neck-tee#Black,1,positive
Clementine,the-everyday-shirt#Rose,1,positive
Jess,natural-detailed-sweater#Tinroof,1,positive
Gemma,lucy-rib-oversized-top#WhiteGrey,1,positive
Madeline,natural-overlay-knit#Greybloss,1,positive
Amanda,the-batwing-tee#Stone,1,positive
Marnee,chill-out-slouch-top#GreyMarle,1,positive
Georgia,long-sleeve-softly-swinging-bamboo-tee#Fern,1,positive
Kate,sugar-snaps-layers-tank#DeepCobalt,1,positive
Sophia,ava-short-sleeve-linen-tee#Navy,1,positive
Nadine,the-everyday-shirt#Rose,1,positive
Marnee,driftwood-gathering-blouse#Khaki,1,positive
Natalie,the-sleeveless-cross-over-blouse#Mint,1,positive
Marnee,moonlight-kisses-bamboo-tee#Combat,1,positive
Stacey,long-sleeve-check-top#Check,1,positive
Laura,the-ultimate-tie-cardi#Black,1,positive
Edith,off-shoulder-top-1#Strawberry,1,positive
Summer,never-ending-winter-knit-top#DeluxeGree,1,positive
Georgia,layer-me-bamboo-rouched-sleeve-tee#Copper,1,positive
Lauren,belle-tie-front-shirt#Black,1,positive
Anna,the-everyday-shirt#Midnight,1,positive
Marnee,wrap-me-up-bamboo-top#Black,1,positive
Georgia,softly-swinging-bamboo-singlet#Cashew,1,positive
Perrie,irena-embroidered-blouse#DustyRose,1,positive
Jess,falling-for-you-cardi#Dusty,1,positive
Summer,off-shoulder-top-2#FloraLace,1,positive
Sophia,elcos-45-aop-top-jrs#BlackFlowe,1,positive
Jira,yvette-blouse#Black,1,positive
Stacey,amira-sweater#Cream,1,positive
Louise,layer-top-1#Navy,1,positive
Charlotte,natural-pattern-cocoon-cardigan#Blossom,1,positive
Laura,belle-half-sleeve-forgiver-tunic#Apricot,1,positive
Denniel,the-short-sleeve-wrap-jersey-top#Emerald,1,positive
Laura,the-roll-neck-sweater#Natural,1,positive
Nadine,long-sleeve-ruffle-shirt#Navy,1,positive
Mae-Lee,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,1,positive
Maddy,the-half-sleeve-tee#White,1,positive
Jess,belle-half-sleeve-forgiver-tunic#Black,1,positive
Georgia,softly-swinging-bamboo-tee#White,1,positive
Marnee,the-drape-tee-1#NavyStripe,1,positive
Laura,the-cotton-bamboo-tank#DuckEgg,1,positive
Mercy,overlay-tunic-3-pce-set#Emerald,1,positive
Natalie,the-cross-over-blouse#Mint,1,positive
Charlotte,natural-crossover-knit-1#Stormcloud,1,positive
Jess,natural-waterfall-cardigan#Fallendust,1,positive
Jess,layered-tee-2#White,1,positive
Stefania,the-pirate-in-me-shirt#White,1,positive
Jess,runaway-top#SoftMint,1,positive
Laura,the-cross-over-blouse#RoyalBlue,1,positive
Laura,the-short-sleeve-wrap-jersey-top#Black,1,positive
Fiona,the-spotted-tunic#NavySpot,1,positive
Anna Maria,the-twist-front-top#Navy,1,positive
Jess,softly-swinging-bamboo-tee#TeaRose,1,positive
Laura,sugar-snaps-round-neck-layer-tank#Black,1,positive
Laura,the-batwing-tee#Black,1,positive
Jess,ynes#Black,1,positive
Riina,the-stitch-v-neck-knit#DenimMarle,1,positive
Fiona,the-v-neck-stripe-top#BlkStripe,1,positive
Chelsea,leah-knit-cardigan#WhiteBlk,1,positive
Riina,the-linen-tie-sleeve-top#GreyMarle,1,positive
Emma,drama-top#BlackGrey,1,positive
Georgia,flying-free-top-3#WhiteBird,1,positive
Stefania,walk-in-the-park-cardi#Sand,1,positive
Georgia,long-sleeve-softly-swinging-bamboo-tee#Oyster,1,positive
Lucy,the-batwing-tee#Black,1,positive
Palatina,oversize-contrast-hood-top#Steel,1,positive
Emma,long-sleeve-softly-swinging-bamboo-tee#Storm,1,positive
Laura,34-sleeve-shirt-1#SkyWhite,1,positive
Charlotte,natural-textured-poncho#Deeprain,1,positive
Alex,the-sleeveless-cross-over-blouse#Chambray,1,positive
Emma,forget-me-knot-tunic#ForgetMeK,1,positive
Georgia,softly-swinging-bamboo-tee#Chambray,1,positive
Natalie,the-sleeveless-cross-over-blouse#Black,1,positive
Jess,softly-swinging-bamboo-tee#BlueJeans,1,positive
Marnee,skipping-stones-tunic#Natural,1,positive
Laura,waterfall-cardi-1#Navy,1,positive
Mae-Lee,the-cross-over-blouse#Sunshine,1,positive
Emma,the-drape-tee-1#Stripe,1,positive
Stacey,frost-cardigan#Mauvewoo,1,positive
Jess,diva-ruffle-jumper#Gold%20Spot,1,positive
Nadine,starry-night-cardi#Chalk,1,positive
Georgia,sugar-snaps-layers-tank#DeepCobalt,1,positive
Chelsea,the-ultimate-tie-cardi#Black,1,positive
Riina,the-cross-over-poncho#Navy,1,positive
Riina,soho-v-neck-blouse#SohoPrint,1,positive
Alex,lola-bell-sleeve-top-ditsy-daisies#Blue,1,positive
Madeline,natural-cross-back-knit#Lightsmoke,1,positive
Nathalie,the-everyday-shirt#Pink,1,positive
Fiona,long-sleeve-ruffle-shirt#Black,1,positive
Georgia,softly-falling-bamboo-tunic#White,1,positive
Anna,the-wrap-jersey-top#JetBlack,1,positive
Jess,sugar-snaps-layers-tank#Red,1,positive
Ljubenka,sugar-snaps-layers-tank#Mint,1,positive
Summer,hacienda-tunic-5#PatchGold,1,positive
Miranda,the-sleeve-detail-knit#Ivory,1,positive
Jess,belle-tier-tee#Blue,1,positive
Gemma,bubbles-print-tee#Cambridge,1,positive
Sophia,to-the-beat-of-the-drum-kimono#Leaf,1,positive
Marnee,the-everyday-shirt#Midnight,1,positive
Laura,the-relaxed-long-sleeve-tee#Black,1,positive
Miranda,the-crossover-button-blouse-1#Ornate,1,positive
Jess,the-cut-out-shoulder-blouse#Blue,1,positive
Fiona,weekend-vibes-blouse#Blush,1,positive
Laura,belle-v-neck-forgiver-tunic#BlueMarle,1,positive
Laura,sugar-snaps-layers-tank#PeachyKeen,1,positive
Jess,belle-cowl-swing-sweater#Black,1,positive
Fiona,the-reversible-cowl-neck-top-1#Black,1,positive
Chelsea,pure-merino-fine-rib-polo#BlackStri,1,positive
Bree,belle-half-sleeve-forgiver-tunic#BlueBonnet,1,positive
Laura,the-cut-out-shoulder-blouse#Blue,1,positive
Amanda,the-bonded-cotton-shirt#Pink,1,positive
Fiona,the-cascade-blouse#Auburn,1,positive
Tia,softly-swinging-bamboo-tee#Storm,1,positive
Stacey,the-reversible-cowl-neck-top-2#Ocean,1,positive
Laura,belle-v-neck-forgiver-tunic#White,1,positive
Shadae,clio-knit-jumper#Black,1,positive
Maddy,elina-lace-frill-blouse#Black,1,positive
Gemma,falling-for-you-cardi#Black,1,positive
Madeline,natural-textured-poncho#Deeprain,1,positive
Sophia,layered-sleeve-top#Moss,1,positive
Natalie,the-wrap-jersey-top#Charcoal,1,positive
Georgia,aldis-blouse#Pearl,1,positive
Jess,runaway-top#SoftPink,1,positive
Sophia,rory-spliced-zip-hoodie#Silver,1,positive
Georgia,roll-with-me-jumper#Chalk,1,positive
Riina,the-check-pullover#PinkCheck,1,positive
Nadine,variegated-rib-knit#Silver,1,positive
Tia,the-cross-over-blouse#RoyalBlue,1,positive
Natalie,sugar-snaps-layers-tank#White,1,positive
Amanda,the-zip-front-top#Blue,1,positive
Katie,fern-print-top#Navy,1,positive
Olivia,the-sleeveless-cross-over-blouse#Cobalt,1,positive
Fiona,the-textured-spot-top#Pink,1,positive
Laura,belle-v-neck-forgiver-tunic#Black,1,positive
Natalia,cherrington-top#GreyRose,1,positive
Stacey,llama-long-sleeve-shirt#Mustard,1,positive
Jess,cross-my-heart-sweater#Regal,1,positive
Mae-Lee,the-relaxed-long-sleeve-tee#Pink,1,positive
Jess,the-printed-v-split-top#Natural,1,positive
Chelsea,willow-knot-top#WhiteBlk,1,positive
Sophie,the-twist-hem-jumper#DenimMarle,1,positive
Shadae,fundamental-vee-tee#White,1,positive
Laura,the-zip-front-top#Rose,1,positive
Georgia,softly-swinging-bamboo-tee#TeaRose,1,positive
Palatina,batty-about-you-cotton-tee#BlkWhite,1,positive
Amanda,the-contrast-trim-knit#BlackWhite,1,positive
Fiona,the-zip-front-top#Blue,1,positive
Mae-Lee,layer-top-1#Navy,1,positive
Maddy,the-cotton-bamboo-tee#White,1,positive
Riina,the-reverse-sleeve-sweater#Navy,1,positive
Jess,ines-top#NavyStrip,1,positive
Riina,the-bell-sleeve-top#BlkStripe,1,positive
Laura,falling-for-you-cardi#Mustard,1,positive
Kate,the-batwing-tee#Stone,1,positive
Fiona,spot-layered-tee#Blue,1,positive
Clementine,the-cross-over-blouse#White,1,positive
Emma,sugar-snaps-layers-tank#Blue,1,positive
Jess,suri-bell-sleeve-top#GreyMarle,1,positive
Natalie,layered-tee-2#Black,1,positive
Nadine,long-sleeve-ruffle-shirt#Black,1,positive
Fiona,belle-v-neck-forgiver-tunic#Charcoal,1,positive
Laura,rory-spliced-zip-hoodie#Slate,1,positive
Lauren,natural-textured-poncho#Deeprain,1,positive
Anna Maria,falling-for-you-cardi#Teal,1,positive
Stacey,ashbury-cardigan#Mocha,1,positive
Emma,sugar-snaps-layers-tank#DeepCobalt,1,positive
Riina,the-contrast-knit-1#Sage,1,positive
Mae-Lee,the-cut-out-shoulder-blouse#Black,1,positive
Sophia,printed-v-neck-blouse#NavyWhite,1,positive
Mae-Lee,the-stripe-tank-1#Hazelnut,1,positive
Summer,napoleon-top-1#NemoRed,1,positive
Perrie,high-street-knit#NavyStripe,1,positive
Summer,fundamental-vee-tee#GreyMarle,1,positive
Mae-Lee,the-sleeveless-cross-over-blouse#Cobalt,1,positive
Georgia,long-sleeve-softly-swinging-bamboo-tee#Copper,1,positive
Summer,rib-tank-2#Black,1,positive
Jess,belle-half-sleeve-boat-tee#White,1,positive
Alex,lola-bell-sleeve-top-entangled-vines#Gold,1,positive
Mae-Lee,the-batwing-tee#Sea,1,positive
Laura,the-sleeveless-cross-over-blouse#Mint,1,positive
Anna Maria,the-ruffle-sleeve-top#NavyStripe,1,positive
Chelsea,cara-tee-2#BlackSpot,1,positive
Tia,the-cut-out-shoulder-blouse#Black,1,positive
Palatina,cascade-hood-top#Black,1,positive
Mae-Lee,the-short-sleeve-wrap-jersey-top#NavyWhite,1,positive
Madeline,cara-tee-4#White,1,positive
Monique,linen-cotton-shirt#White,1,positive
Laura,the-cut-out-shoulder-blouse#Silver,1,positive
Marnee,the-drape-tee-1#Navy,1,positive
Nadine,in-transit-cardi#Navy,1,positive
Marnee,sugar-snaps-throw-jacket#Duckegg,1,positive
Marnee,butterfly-kisses-tee#Green,1,positive
Jess,belle-tie-neck-blouse-tee#RoyalBlue,1,positive
Maddy,the-cotton-bamboo-tee#DustyPink,1,positive
Amanda,the-cosy-cardigan#Blue,1,positive
Palatina,falling-for-you-cardi#Mustard,1,positive
Summer,tia-boyfriend-shirt#White,1,positive
Jess,the-stitch-detail-top#SkyBlue,1,positive
Summer,fundamental-rib-long-sleeve-tee#Black,1,positive
Chelsea,reversible-stripe-vee-scoop-neck-tank#BlackWhite,1,positive
Fiona,the-panel-luxe-top#SilvWhite,1,positive
Fiona,the-panel-luxe-top#BlkWhite,1,positive
Jess,long-sleeve-softly-swinging-bamboo-tee#Copper,1,positive
Perrie,ditzy-floral-ruffle-blouse#DitzyFlora,1,positive
Alex,the-cotton-bamboo-tee#DustyPink,1,positive
Mae-Lee,softly-swinging-bamboo-tee#Cashew,1,positive
Emma,printed-tunic-7#RedCheck,1,positive
Emma,the-drape-tee-1#Navy,1,positive
Maddy,the-sleeveless-cross-over-blouse#White,1,positive
Riina,the-longline-waterfall-cardi#Black,1,positive
Mae-Lee,the-sleeveless-cross-over-blouse#Black,1,positive
Natalie,the-wrap-jersey-top#PortSpot,1,positive
Maddy,the-everyday-shirt#Cream,1,positive
Sophie,the-zip-front-blouse#Khaki,1,positive
Georgia,softly-swinging-bamboo-tee#Black,1,positive
Riina,neptune-top-1#PrimBlack,1,positive
Anna Maria,the-belle-sleeve-print-top#NavyPrint,1,positive
Denniel,the-cut-out-shoulder-blouse#White,1,positive
Jess,the-sleeveless-cross-over-blouse#Chambray,1,positive
Georgia,butterfly-kisses-tee#Stripe,1,positive
Fiona,the-contrast-trim-knit#BlackWhite,1,positive
Emma,rosie-bell-sleeve-denim-shirt#Stripe,1,positive
Marnee,beach-walk-shirt#Stormy,1,positive
Kate,runaway-top#JetBlack,1,positive
Georgia,sunshine-in-me-tee-1#GreyMarle,1,positive
Marnee,sugar-snaps-layers-tank#White,1,positive
Jess,sailaway-blouse#OxfordBlue,1,positive
Jess,lenka-lurex-stripe-blouse#NavyGoldSt,1,positive
Tia,softly-swinging-bamboo-tee#Jewel,1,positive
Laura,belle-v-neck-forgiver-tunic#Scarlett,1,positive
Ljubenka,belle-flute-sleeve-tee#Navy,1,positive
Sophie,the-define-flute-sleeve-blouse#Black,1,positive
Emma,sugar-snaps-layers-tank#Black,1,positive
Riina,the-ruffle-sleeve-sweat#KhakiMarle,1,positive
Natalia,marquax-tunic#OnyxSpeck,1,positive
Amanda,the-essential-layering-tee#Ink,1,positive
Laura,spot-layered-tee#Blue,1,positive
Sophie,long-sleeve-softly-swinging-bamboo-tee#TeaRose,1,positive
Laura,sugar-snaps-layers-tank#NewBeige,1,positive
Emma,striped-sleeve-sweater#Striped,1,positive
Jude,curve-hem-cable-knit-sweater-1#Sapphire,1,positive
Laura,softly-swinging-bamboo-singlet#BlueJean,1,positive
Laura,sugar-snaps-layers-tank#DeepCobalt,1,positive
Anna,milan-stretch-top#NavyWhtStr,1,positive
Anna,the-short-sleeve-wrap-jersey-top#Emerald,1,positive
Ljubenka,the-cross-over-blouse#White,1,positive
Mae-Lee,long-sleeve-softly-swinging-bamboo-tee#SilverScon,1,positive
Stacey,foil-spot-jumper#SilverDot,1,positive
Jess,falling-for-you-cardi#GreyMarle,1,positive
Emma,long-sleeve-softly-swinging-bamboo-tee#Smoke,1,positive
Tia,dahlia-lace-trim-blouse#Dusk,1,positive
Maddy,the-short-sleeve-wrap-jersey-top#Emerald,1,positive
Jess,sunshine-in-me-tee-1#White,1,positive
Fiona,the-stripe-jersey-top#Pink,1,positive
Monique,the-cotton-bamboo-tank#DarkNavy,1,positive
Madeline,karmen-top#HighRiskRe,1,positive
Amanda,the-oversize-knit#Ink,1,positive
Laura,milan-stretch-top#White,1,positive
Laura,waterfall-cardi-1#Black,1,positive
Emma,viola-kimono-radiant-floral#Grey,1,positive
Mae-Lee,falling-for-you-top#Blue,1,positive
Miranda,the-define-flute-sleeve-blouse#Black,1,positive
Gemma,napoleon-top-1#NemoBlue,1,positive
Stefania,the-daily-essential-jumper#Grey,1,positive
Nadine,frost-cardigan#Mauvewoo,1,positive
Miranda,the-cross-over-printed-blouse#Leopard,1,positive
Riina,the-high-low-drape-tee#Grey,1,positive
Mercy,belle-cowl-swing-sweater#Black,1,positive
Sophie,the-contrast-panel-top#BlkStripe,1,positive
Riina,the-oversize-knit#Ink,1,positive
Laura,melbourne-stretch-cardigan#Black,1,positive
Chesska,midtown-ruffle-shirt#BoldRed,1,positive
Sophia,the-daily-cross-over-top#PinkPrint,1,positive
Chelsea,leah-knit-cardigan#Black,1,positive
Lauren,belle-half-sleeve-boat-tee#White,1,positive
Helen,picnic-top#BlackWhite,1,positive
Laura,flow-with-me-slouch-top#Brick,1,positive
Ljubenka,softly-swinging-bamboo-tee#Black,1,positive
Laura,falling-for-you-cardi#Rust,1,positive
Anna Maria,falling-for-you-cardi#Navy,1,positive
Nathalie,runaway-top#SoftPink,1,positive
Mercy,aztec-cardigan#Orange,1,positive
Perrie,the-bamboo-tunic-dress#Khaki,1,positive
Tia,sugar-snaps-layers-tank#Blue,1,positive
Nikki,jasmine-singlet#White,1,positive
Stefania,the-relaxed-batwing-top#Denim%20Blue,1,positive
Laura,softly-swinging-bamboo-tee#Starfish,1,positive
Mae-Lee,belle-v-neck-forgiver-tunic#ArmyGreen,1,positive
Tia,sugar-snaps-layers-tank#White,1,positive
Mae-Lee,layered-tee-2#Black,1,positive
Tia,sugar-snaps-layers-tank#PeachyKeen,1,positive
Fiona,flow-with-me-slouch-top#Brick,1,positive
Summer,the-bamboo-tunic-dress#Khaki,1,positive
Marnee,the-cotton-bamboo-tank#Moonbeam,1,positive
Chelsea,the-cotton-bamboo-ls-top#Black,1,positive
Jess,freya-fringe-blouse#Navy,1,positive
Natalia,the-crossover-button-blouse-1#Ornate,1,positive
Alex,the-batwing-tee#Stone,1,positive
Marnee,moonlight-kisses-bamboo-tee#White,1,positive
Mae-Lee,belle-half-sleeve-forgiver-tunic#BlueBonnet,1,positive
Maddy,pulkari-emb-top#Pulkari,1,positive
Tia,the-everyday-shirt#Midnight,1,positive
Ljubenka,belle-half-sleeve-forgiver-tunic#MutedClay,1,positive
Fiona,the-twist-front-top#Grey,1,positive
Jess,falling-for-you-cardi#Khaki,1,positive
Rosaline,batty-about-you-cotton-tee#BlkWhite,1,positive
Clementine,sugar-snaps-layers-tank#Blue,1,positive
Stacey,the-panel-hem-top#DenimMarle,1,positive
Fiona,sunshine-in-me-tee-1#GreyMarle,1,positive
Tia,the-cotton-bamboo-tank#White,1,positive
Clementine,the-everyday-shirt#Pink,1,positive
Gemma,geena-xo-ls-pullover-knit#Allure,1,positive
Fiona,prairie-romance-blouse#Blush,1,positive
Sophie,belle-half-sleeve-forgiver-tunic#FlamPink,1,positive
Perrie,the-short-sleeve-wrap-jersey-top#Emerald,1,positive
Alex,the-cross-over-blouse#Black,1,positive
Jess,prairie-romance-blouse#Blush,1,positive
Fiona,falling-for-you-cardi#Rust,1,positive
Amanda,the-everyday-shirt#Pink,1,positive
Sophia,falling-for-you-cardi#Navy,1,positive
Fiona,long-sleeve-ruffle-shirt#White,1,positive
Georgia,soft-and-true-tunic#Pine,1,positive
Riina,the-zip-front-blouse#Navy,1,positive
Tia,the-cross-over-blouse#Red,1,positive
Anna Maria,the-bell-sleeve-top#BlkStripe,1,positive
Gemma,holly-rib-long-sleeve-tee#Black,1,positive
Nathalie,the-wrap-jersey-top#JetBlack,1,positive
Tia,gloria-applique-crew#Charcoal,1,positive
Natalia,falling-for-you-tunic#Rust,1,positive
Fiona,the-dobby-sleeve-tee#InkBlue,1,positive
Stefania,the-contrast-knit-1#Sage,1,positive
Jude,falling-for-you-cardi#GreyMarle,1,positive
Tia,capri-tank-3#White,1,positive
Emma,block-vest#Blockvest,1,positive
Katie,sequin-star-tee#Navy,1,positive
Stacey,the-bell-sleeve-top#Grey,1,positive
Laura,stripe-me-happy-blouse#Ash,1,positive
Amanda,the-fleck-roll-neck-knit#Oatmeal,1,positive
Fiona,the-essential-pullover#SkyBlue,1,positive
Fiona,the-weekender-shirt#GreyStripe,1,positive
Laura,the-tie-front-top#Navy,1,positive
Mae-Lee,long-sleeve-softly-swinging-bamboo-tee#Storm,1,positive
Mae-Lee,butterfly-kisses-tee#Green,1,positive
Mae-Lee,the-cut-out-shoulder-blouse#White,1,positive
Jess,butterfly-kisses-tee#MustardStr,1,positive
Marnee,beach-walk-shirt#Khaki,1,positive
Gemma,ivy-cosy-pullover#Storm,1,positive
Katie,spot-layered-tee#Blue,1,positive
Mercy,belle-ls-free-fall-tee#Airforce,1,positive
Jess,karmen-top#HighRiskRe,1,positive
Gemma,tab-sleeve-longline-shirt#Navy,1,positive
Riina,the-cross-over-poncho#Grey,1,positive
Jess,belle-paint-brush-print-top#PaintPrint,1,positive
Sophia,cotton-modal-print-top#PinkNavy,1,positive
Alex,the-sleeveless-cross-over-blouse#Sunshine,1,positive
Jess,long-sleeve-ruffle-shirt#Navy,1,positive
Mandy,tia-boyfriend-shirt#White,1,positive
Marnee,cover-up-slouch-cardi#Alloy,1,positive
Riina,the-tie-front-tank#White,1,positive
Katie,ruffle-hem-jersey-top#Pink,1,positive
Mae-Lee,the-button-up-swing-tunic#Wine,1,positive
Laura,softly-swinging-bamboo-tee#Cashew,1,positive
Sophia,triangle-detail-long-sleeve-tee#Bordeaux,1,positive
Emma,lola-bell-sleeve-top-ditsy-daisies#Blue,1,positive
Laura,the-relaxed-long-sleeve-tee#Pink,1,positive
Stacey,partly-cloudy-knit#Black,1,positive
Jess,belle-poncho-sleeved-knit#BlueMarle,1,positive
Marnee,long-sleeve-softly-swinging-bamboo-tee#Oyster,1,positive
Sophia,ava-short-sleeve-linen-tee#Blush,1,positive
Summer,rib-tank-2#Khaki,1,positive
Charlotte,natural-detailed-sweater#Tinroof,1,positive
Shadae,tinker-stripe-knit#NavyWhite,1,positive
Summer,paradising-buttoned-shirt#Wheat,1,positive
Tia,midtown-ruffle-shirt#BoldRed,1,positive
Tia,the-drape-tee-1#Navy,1,positive
Mae-Lee,butterfly-kisses-tee#MustardStr,1,positive
Amanda,the-printed-v-neck-tee#White,1,positive
Marnee,softly-swinging-bamboo-tee#Starfish,1,positive
Perrie,boho-embroidered-top#BohoDenim,1,positive
Denniel,the-cotton-bamboo-tee#DuckEgg,1,positive
Kate,the-sleeveless-cross-over-blouse#Cobalt,1,positive
Stacey,the-cotton-cardi#Khaki,1,positive
Fiona,the-roll-neck-sleeveless-top-1#Black,1,positive
Natalie,the-wrap-jersey-top#NavyWhite,1,positive
Summer,beloved-stripe-pull-over-hoodie#NavyWhite,1,positive
Palatina,falling-for-you-cardi#GreyMarle,1,positive
Anna,belle-half-sleeve-forgiver-tunic#Apricot,1,positive
Alex,viola-kimono-radiant-floral#Grey,1,positive
Perrie,janet-frill-shirt#White,1,positive
Perrie,silver-dot-tie-sleeve-blouse#SilverDotP,1,positive
Monique,the-cotton-bamboo-tank#Moonbeam,1,positive
Fiona,open-plains-kimono-throw-1#Rust,1,positive
Stacey,the-oversize-knit#GreyMarle,1,positive
Marnee,softly-swinging-bamboo-tee#Cashew,1,positive
Georgia,cooks-shirt#Stripes,1,positive
Laura,the-cotton-bamboo-tee#DustyPink,1,positive
Gemma,triangle-detail-long-sleeve-tee#Bordeaux,1,positive
Jess,crossing-the-plains-sweater-1#Indigo,1,positive
Fiona,long-sleeve-softly-swinging-bamboo-tee#Storm,1,positive
Fiona,the-stitch-v-neck-knit#PinkMarle,1,positive
Summer,aida-long-tunic-shirt#AidaStripe,1,positive
Ljubenka,belle-v-neck-forgiver-tunic#Navy,1,positive
Summer,fundamental-vee-tee#Black,1,positive
Mercy,belle-v-neck-forgiver-tunic#Charcoal,1,positive
Anna,the-cut-out-shoulder-blouse#Salmon,1,positive
Palatina,falling-for-you-cardi#Teal,1,positive
Laura,the-cotton-bamboo-ls-top#NavyStripe,1,positive
Jess,layer-me-bamboo-rouched-sleeve-tee#Copper,1,positive
Sophia,meredith-78-oversized-pullover-knit#WhiteCapGr,1,positive
Tia,sugar-snaps-layers-tank#NewBeige,1,positive
Amanda,the-v-split-blouse#Salmon,1,positive
Clementine,the-swing-tank-top#Rose,1,positive
Tia,softly-swinging-bamboo-tee#White,1,positive
Mae-Lee,the-cut-out-shoulder-blouse#Salmon,1,positive
Emma,sugar-snaps-layers-tank#Mint,1,positive
Anna Maria,falling-for-you-cardi#Khaki,1,positive
Shadae,capri-tank-6#Olive,1,positive
Laura,belle-v-neck-forgiver-tunic#Charcoal,1,positive
Riina,the-shoulder-tie-top#Navy,1,positive
Clementine,the-curve-striped-tank#Marine,1,positive
Emma,contrast-pocket-tunic#Pinkpocket,1,positive
Tia,the-everyday-shirt#Cream,1,positive
Marnee,moonlight-kisses-bamboo-tee#Black,1,positive
Gemma,kimberly-spliced-top#Zebraprint,1,positive
Ljubenka,softly-swinging-bamboo-tee#Blush,1,positive
Emma,belle-v-neck-forgiver-tunic#BlueMarle,1,positive
Kate,sugar-snaps-layers-tank#PeachyKeen,1,positive
Laura,the-asymmetrical-tank-top#HotPink,1,positive
Amanda,the-sleeveless-cross-over-blouse#White,1,positive
Clementine,the-cross-over-blouse#Mint,1,positive
Jess,wrap-me-up-bamboo-top#Black,1,positive
Tia,suri-bell-sleeve-top#GreyMarle,1,positive
Laura,belle-v-neck-forgiver-tunic#ArmyGreen,1,positive
Marnee,hydrangea-kimono#Hydrangea,1,positive
Riina,the-panel-luxe-top#SilvWhite,1,positive
Summer,st-helens-henley-tee#Sapphire,1,positive
Gemma,moonlight-kisses-bamboo-tee#Combat,1,positive
Sophie,long-sleeve-softly-swinging-bamboo-tee#Cashew,1,positive
Jess,natural-crossover-knit-1#Stormcloud,1,positive
Jude,falling-for-you-cardi#Rust,1,positive
Jude,falling-for-you-cardi#Khaki,1,positive
Anna,the-cut-out-shoulder-blouse#Clay,1,positive
Anna,belle-half-sleeve-forgiver-tunic#White,1,positive
Tia,the-cut-out-shoulder-blouse#Clay,1,positive
Clementine,the-stripe-crossover-blouse#Bluestripe,1,positive
Laura,on-safari-blouse#Jewel,1,positive
Mae-Lee,the-long-sleeve-scoop-neck-tee#Grey,1,positive
Ljubenka,the-drape-tee-1#White,1,positive
Laura,everyday-linen-tunic#BotanicalB,1,positive
Georgia,falling-for-you-top#Blue,1,positive
Riina,the-boat-neck-top-1#Ink,1,positive
Gemma,eco-78-long-cardigan#LightGreyM,1,positive
Maddy,the-sleeveless-cross-over-blouse#Cobalt,1,positive
Gemma,falling-for-you-cardi#Khaki,1,positive
Tia,the-cross-over-blouse#Sunshine,1,positive
Anneliese,paige-top#Black,1,positive
Riina,the-high-low-drape-tee#Sage,1,positive
Sophia,eco-78-long-cardigan#LightGreyM,1,positive
Madeline,natural-rolled-neck-tunic#BlueDam,1,positive
Kate,sugar-snaps-layers-tank#DuckEgg,1,positive
Georgia,long-sleeve-softly-swinging-bamboo-tee#Combat,1,positive
Olivia,sugar-snaps-layers-tank#PeachyKeen,1,positive
Riina,the-double-layer-top#Black,1,positive
Shadae,rib-tank-2#Navy,1,positive
Summer,marlow-cardigan#Cream,1,positive
Gemma,sequin-spot-shirt#Blue,1,positive
Jess,softly-swinging-bamboo-tee#Storm,1,positive
Laura,belle-two-in-one-top#Charcoal,1,positive
Laura,the-lace-trim-top#Black,1,positive
Lauren,the-cosy-cardigan#Blue,1,positive
Laura,saba-top-2#Catus,1,positive
Laura,the-weekender-shirt#DenimStrip,1,positive
Perrie,rosie-bell-sleeve-denim-shirt#Stripe,1,positive
Jess,the-side-panel-drape-top#OffWhite,1,positive
Georgia,the-cotton-bamboo-tank#DarkNavy,1,positive
Stefania,cool-breeze-jumper#Dust,1,positive
Alex,the-cotton-bamboo-tank#White,1,positive
Stefania,the-high-low-drape-tee#Grey,1,positive
